ID,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15
P091,-0.00186449,-0.789374007,0.165934445,-0.777428598,-0.586790003,0.914318206,-0.12395307,0.364402859,1.005360169,0.376737577,0.084145707,-0.507167447,0.281818184,-0.452916577,-0.080065701,-0.025068819
P092,-0.616674947,0.359793574,0.686669619,1.250821865,-0.427578325,0.490877075,-1.314473673,-0.866776464,-0.671915232,0.320402118,0.420645323,0.685324855,0.637559497,1.224111242,-0.286605909,0.828231653
P093,-0.205714959,-0.117263396,1.229618112,-0.51041802,-0.318999463,-0.554339607,1.107035844,-0.533927377,-0.226803441,1.393112908,1.499846519,-0.227815402,-1.305809491,-0.025732308,0.220750271,0.202039438
P094,-1.113377734,-0.108910631,-0.080511398,-0.072280095,-1.071019385,-0.82648762,-0.218242845,-0.031848071,-0.198871222,-1.079836912,0.424736732,0.469489178,-1.762216194,0.148700792,-0.321589609,-2.005742165
P095,-0.885702331,-0.087839623,0.406561623,-0.656629923,0.333191501,-0.322891842,-0.52589404,-0.792988141,-1.040697752,0.661503273,-0.596087593,-0.941110895,0.488535127,-0.502357582,0.715822081,0.159507928
P096,1.742806239,1.219650913,-0.068115624,-0.232068245,0.693803951,1.597137217,-1.370930398,-0.086375669,1.22943952,0.737050407,3.552462871,-1.165699646,0.09420361,1.432943762,0.290078911,-1.906072468
P097,-0.602601755,-1.834959455,0.24121291,0.171419863,-0.56126982,-0.80022716,-1.018354446,-1.022898323,-0.312989199,-0.532891571,0.648268889,0.203146365,-1.258018379,-0.809917113,-0.927137688,0.978827262
P098,-1.432448055,0.416715565,-1.075128687,1.075427966,-0.765619682,-0.203532243,-1.174709366,-1.205893911,0.036080988,-0.218600863,-1.213422666,1.432606118,0.436379915,-0.40819081,-0.256148538,-0.656658567
P099,-0.827606711,1.814145638,-0.89673552,0.230101414,1.675393357,0.961002603,0.973014239,1.936224447,2.254060635,1.128712788,2.110280812,0.804193568,-0.599473367,0.671148152,0.378000173,3.747884463
P100,0.195300931,-1.512298003,-0.578788995,-2.062878052,-1.529133845,1.461846548,-0.128491306,0.128781783,2.237907577,0.242679329,-2.200465119,-1.242582112,0.5085202,0.897512104,-0.241226351,-1.881402161
P101,1.396251956,-0.00739035,-1.544131138,-0.071341235,-0.343135546,-1.093282547,1.155125804,-0.610903025,-1.346973897,0.531767959,-0.537324201,2.187186276,1.594937283,0.778336047,-1.728393182,0.233143978
P102,-0.773254047,-1.126965035,0.459149365,-1.304911845,-1.615208276,-1.262981014,1.024042638,0.529553302,-0.955294858,-2.481185051,-0.518334479,-1.884152311,1.106394616,-0.408794702,-0.362952754,-0.294131307
P103,-1.572794672,0.603248404,-1.729971958,0.592602891,0.447037612,-0.552609546,-0.283312972,-0.56969064,0.150681669,1.322113116,-0.329062098,-0.682240188,-0.081960169,-2.012138779,-0.984761608,-0.660750462
P104,1.080541564,-0.398470524,-1.488786348,0.778316831,-1.001721503,0.186001702,-0.138810022,-1.47584468,0.171704127,-0.227456029,0.441616097,1.048155435,0.646339404,0.442099073,0.158718849,0.14386273
P105,-0.095389739,-1.479047028,0.778359495,-0.815574005,1.155490638,0.524294338,-0.093694212,0.3680181,-1.211498,0.942254947,-0.095941901,-0.734526845,-1.831777066,-1.208596925,1.155048883,0.186766497
P106,-0.785405114,-1.264512975,0.819690728,-1.592437347,1.308045473,-1.767863679,0.351418898,0.630713705,-2.250011218,-0.637240945,1.376356963,-1.537836993,-0.319126514,-1.023997696,-1.306441597,-1.186556895
